  objname                       	   mod0 	     vgsr 	dist
  PGC006864                     	33.23	2155	44258837
  UGC01333                      	37.08	17780	260615355
  PGC006898                     	32.79	1665	36140986
  PGC006966                     	34.16	5039	67920363
  NGC0721                       	33.74	5737	55975760
  NGC0748                       	34.34	5338	73790423
  NGC0755                       	31.49	1636	19860949
  PGC007299                     	36.7	13801	218776162
  NGC0779                       	31.44	1408	19408859
  NGC0809                       	34.72	5348	87902252
  UGC01567                      	36.1	9163	165958691
  NGC0825                       	34.72	3446	87902252
  IC0210                        	31.51	1935	20044720
  PGC008295                     	31.42	2011	19230917
  UGC01685                      	34.79	6298	90782053
  UGC01703                      	28.17	158	4305266
  UGC01726                      	34.19	5389	68865230
  ESO544-030                    	30.72	1580	13931568
  ESO544-031                    	35.94	15864	154170045
  IC1788                        	33.28	3447	45289758
  NGC0865                       	32.45	3100	30902954
  PGC008778                     	34.71	6174	87498378
  PGC008796                     	36.01	11127	159220873
  IC0219                        	34.44	5042	77268059
  ESO545-003                    	31.88	1556	23768403
  ESO545-002                    	31.55	1576	20417379
  ESO545-005                    	32.36	2301	29648314
  NGC0895                       	32.74	2295	35318317
  UGC01820                      	33.1	4066	41686938
  UGC01845                      	31.28	4791	18030177
  PGC009140                     	26.63	157	2118361
  UGC01867                      	33.87	5330	59429216
  PGC009272                     	32.59	2097	32960971
  ESO479-004                    	31.22	1457	17538805
  UGC01980                      	34.17	4883	68233869
  UGC01999                      	31.73	1044	22181964
  UGC01993                      	35.21	8143	110153931
  PGC009816                     	32.46	3872	31045596
  PGC009800                     	33.97	4757	62230029
  NGC0988                       	30.94	1491	15417005
  ESO545-038                    	35.98	4628	157036280
  PGC009892                     	27.69	221	3451437
  ESO115-021                    	28.53	369	5081594
  UGC02171                      	33.91	4661	60534087
  NGC1079                       	32.65	1376	33884416
  IC1844                        	34.78	6826	90364947
  PGC010738                     	36.23	10380	176197605
  PGC010948                     	34.42	6465	76559661
  PGC011004                     	33.27	3646	45081670
  UGC02404                      	34.43	4987	76913044
  ESO154-023                    	28.83	434	5834451
  UGC02429                      	32.42	1773	30478950
  ESO199-007                    	28.9	498	6025596
  IC1870                        	31.22	1532	17538805
  PGC011248                     	31.93	2360	24322040
  NGC1162                       	33.06	3897	40926066
  UGC02411                      	32.81	2706	36475395
  IC0277                        	33.97	2856	62230029
  PGC011365                     	35.52	8928	127057411
  UGC02459                      	32.8	2592	36307805
  NGC1172                       	31.71	1485	21978599
  NGC1187                       	31.39	1320	18967059
  ESO480-025                    	31.44	1646	19408859
  UGC02485                      	31.87	2178	23659197
  UGC02511                      	33.71	3954	55207744
  ESO248-002                    	31.33	1261	18450154
  ESO300-009                    	34.76	5960	89536477
  IC1892                        	32.88	2810	37670380
  PGC011767                     	35.47	8645	124165231
  PGC011782                     	33.76	3078	56493697
  UGC02519                      	32.12	2534	26546056
  ESO547-012                    	33.12	1949	42072663
  ESO357-007                    	31.21	1014	17458222
  IC1898                        	31.5	1250	19952623
  NGC1249                       	30.85	928	14791084
  ESO116-012                    	31.71	997	21978599
  ESO481-014                    	31.44	1649	19408859
  NGC1253                       	31.65	1688	21379621
  PGC012130                     	32.59	2286	32960971
  ESO357-012                    	31.49	1456	19860949
  NGC1259                       	34.2	5934	69183097
  ESO481-018                    	31.34	1712	18535316
  NGC1297                       	32.26	1507	28313920
  NGC1311                       	28.72	425	5546257
  ESO481-021                    	31.69	1659	21777098
  PGC012608                     	32.21	1941	27669416
  ESO301-008                    	31.5	1298	19952623
  NGC1326A                      	31.02	1713	15995580
  PGC012798                     	32.14	1807	26791683
  IC1933                        	31.14	912	16904409
  IC1919                        	31.45	1214	19498446
  PGC012868                     	31.78	2233	22698649
  ESO358-004                    	31.55	       -  	20417379
  NGC1351A                      	31.44	1235	19408859
  PGC013058                     	31.41	1696	19142559
  NGC1350                       	31.24	1789	17701090
  PGC013084                     	31.45	1166	19498446
  IC1954                        	30.64	912	13427650
  PGC013097                     	31.54	1541	20323570
  UGC02773                      	26.69	330	2177710
  IC1952                        	31.79	1722	22803421
  IC1959                        	28.95	491	6165950
  PGC013177                     	31.51	1257	20044720
  NGC1366                       	31.6	1194	20892961
  PGC013294                     	29.31	595	7277798
  ESO358-025                    	31.32	1753	18365383
  IC1970                        	31.56	1103	20511622
  PGC013343                     	31.43	1571	19319683
  NGC1387                       	31.41	1138	19142559
  NGC1389                       	31.61	798	20989399
  ESO358-043                    	31.59	1260	20796967
  NGC1396                       	31.48	695	19769696
  ESO358-042                    	31.55	1041	20417379
  NGC1411                       	31.46	868	19588447
  ESO358-050                    	31.47	1176	19678863
  UGC02829                      	34.74	6002	88715601
  NGC1428                       	31.55	1513	20417379
  UGC02813                      	31.04	1535	16143586
  ESO156-008                    	36.97	17532	247742206
  ESO358-056                    	31.65	977	21379621
  UGC02827                      	31.77	1678	22594358
  NGC1436                       	30.96	1264	15559656
  PGC013758                     	31.44	1850	19408859
  NGC1437B                      	30.06	1374	10280163
  NGC1460                       	31.47	1212	19678863
  PGC013821                     	29.62	1157	8394600
  ESO358-066                    	31.48	1362	19769696
  UGC02868                      	34.65	5495	85113804
  IC2000                        	31.41	827	19142559
  UGC02890                      	30.5	1314	12589254
  UGC02905                      	28.82	302	5807644
  NGC1495                       	30.9	1128	15135612
  UGC02896                      	32.96	2388	39084090
  UGC02906                      	34.1	2646	66069345
  PGC014370                     	34.35	4660	74131024
  ESO359-016                    	32.02	1271	25351286
  ESO550-005                    	31.71	1788	21978599
  NGC1527                       	31.26	1015	17864876
  PGC014600                     	32.5	2862	31622777
  PGC014626                     	32.96	1781	39084090
  UGC02988                      	33.71	3840	55207744
  PGC014768                     	32.19	1853	27415742
  PGC014780                     	35.24	8822	111686325
  NGC1556                       	31.13	817	16826741
  UGC03009                      	33.15	3777	42657952
  NGC1558                       	33.91	4372	60534087
  ESO550-024                    	30.26	786	11271975
  UGC03028                      	33.64	5527	53456436
  UGC03066                      	34.07	4595	65162839
  UGC03078                      	34.05	5462	64565423
  UGC03084                      	33.33	4032	46344692
  UGC03089                      	33.82	4592	58076442
  ESO202-041                    	30.35	1483	11748976
  UGC03108                      	33.53	4029	50815944
  ESO157-049                    	31.87	1489	23659197
  UGC03114                      	33.73	3855	55718575
  PGC015869                     	33.16	2429	42854852
  UGC03148                      	34.21	4698	69502432
  UGC03151                      	33.91	4580	60534087
  UGC03143                      	34.19	4694	68865230
  UGC03144                      	31.47	1784	19678863
  NGC1688                       	30.3	1042	11481536
  ESO421-019                    	31.25	1328	17782794
  UGC03167                      	34.22	4857	69823240
  NGC1679                       	30.05	899	10232930
  UGC03186                      	34.11	4513	66374307
  ESO361-015                    	31.09	1012	16519618
  PGC016322                     	33.49	3754	49888449
  NGC1699                       	33.54	3844	51050500
  IC0396                        	30.67	1015	13614447
  NGC1723                       	32.5	3629	31622777
  ESO486-003                    	32.81	1624	36475395
  ESO552-052                    	34.05	4453	64565423
  UGC03237                      	33.63	4116	53210826
  NGC1784                       	32.22	2199	27797133
  NGC1824                       	30.36	1055	11803206
  NGC1797                       	34.38	4356	75162289
  PGC016772                     	32.44	2244	30760968
  UGC03250                      	34.87	4644	94188960
  ESO553-017                    	32.9	1828	38018940
  PGC016875                     	32.42	2556	30478950
  PGC016894                     	32.19	1851	27415742
  NGC1853                       	32.26	1217	28313920
  ESO305-017                    	32	891	25118864
  ESO423-002                    	31.54	1304	20323570
  UGC03253                      	33.99	4285	62805836
  NGC1879                       	31.42	1071	19230917
  ESO362-019                    	31.18	1108	17218686
  UGC03276                      	32.53	2648	32062693
  UGC03257                      	31	2346	15848932
  NGC1888                       	32.98	2290	39445730
  PGC017217                     	33.04	2359	40550854
  UGC03303                      	29.27	440	7144963
  NGC1924                       	32.42	2430	30478950
  IC2135                        	30.84	1141	14723125
  UGC03319                      	34.22	4344	69823240
  UGC03329                      	34.1	5206	66069345
  ESO554-018                    	33.36	2711	46989411
  UGC03332                      	34.32	5767	73113908
  ESO120-012                    	30.53	1150	12764388
  ESO363-015                    	30.82	1081	14588143
  ESO487-035                    	31.09	1563	16519618
  NGC2049                       	34.15	2813	67608298
  PGC017716                     	29.05	286	6456542
  UGC03351                      	33.44	4500	48752849
  PGC017787                     	36.64	14796	212813905
  UGC03354                      	33.26	3171	44874539
  ESO555-002                    	33	2210	39810717
  UGC03365                      	34.73	5266	88307990
  IC0438                        	32.9	2966	38018940
  PGC018109                     	34.27	5854	71449633
  UGC03379                      	33.66	4233	53951062
  IC2152                        	32.15	1701	26915348
  UGC03373                      	33.91	4905	60534087
  ESO425-002                    	32.34	1208	29376497
  PGC018373                     	32.86	2066	37325016
  PGC018467                     	34.04	4386	64268772
  ESO425-011                    	33.82	3024	58076442
  UGC03406                      	34.19	5316	68865230
  UGC03403                      	31.22	1390	17538805
  PGC018581                     	32.11	1904	26424088
  UGC03422                      	34.05	4185	64565423
  ESO121-020                    	28.92	372	6081350
  ESO489-029                    	32.09	1519	26181830
  UGC03413                      	33.24	4366	44463127
  PGC018813                     	34.36	5416	74473197
  PGC018848                     	32.04	2675	25585859
  PGC018855                     	30.52	587	12705741
  ESO556-015                    	32.14	1811	26791683
  UGC03459                      	33.35	2781	46773514
  PGC018989                     	32.42	4372	30478950
  ESO426-008                    	35.11	6866	105196187
  ESO489-056                    	29	304	6309573
  ESO490-005                    	35.38	6929	119124201
  ESO490-007                    	32.39	2656	30060763
  UGC03484                      	35.08	7500	103752842
  ESO557-005                    	36.49	10948	198609492
  UGC03498                      	33.36	3713	46989411
  PGC019325                     	34.71	5835	87498378
  PGC019343                     	30.55	578	12882496
  NGC2263                       	32.16	2552	27039584
  NGC2273A                      	31.56	2186	20511622
  ESO122-001                    	32.27	2401	28444611
  ESO206-020A                   	20.16	13	107647
  UGC03524                      	33.35	3834	46773514
  IC2171                        	30.2	608	10964782
  ESO427-006                    	33.25	2591	44668359
  NGC2283                       	29.97	662	9862795
  NGC2273B                      	31.59	2188	20796967
  ESO490-045                    	31.9	1514	23988329
  NGC2293                       	31.14	1841	16904409
  UGC03587                      	31.9	1196	23988329
  UGC03575                      	33.88	4008	59703529
  UGC03540                      	32.44	2096	30760968
  ESO491-009                    	32.67	1857	34197944
  UGC03605                      	35.77	7881	142560759
  UGC03598                      	30.58	2078	13061709
